Date,Open,High,Low,Close,Adj Close,Volume
2018-12-17,0.20436892211801352,0.2004661911204573,0.21803036658351954,0.21199243569440815,0.1796380197410604,0.10871333277289172
2018-12-18,0.20776698020548648,0.19860138934259255,0.21803036658351954,0.21057600516638322,0.17833973175137605,0.08800734979163582
2018-12-19,0.20339804837873557,0.19720278800919402,0.21117098426403802,0.2034938525262582,0.17184839944643268,0.21147097245963153
2018-12-20,0.19708736907342875,0.18648017778647188,0.20676138134437133,0.2006609914702082,0.16925187728880306,0.1569390012663312
2018-12-21,0.19174756350739988,0.18554777689753957,0.19990199902488975,0.1907459777740332,0.1601640766479692,0.1523223633556576
2018-12-24,0.18155338924498113,0.1673659595633585,0.17883389618648232,0.1709159503816832,0.14198836772282322,0.0894968568565363
2018-12-26,0.16796115689508953,0.16037295289636586,0.169034778587223,0.18130310758719984,0.151509002789204,0.15655136247362922
2018-12-27,0.17233008872184039,0.15990675245189964,0.1749142491467786,0.18130310758719984,0.151509002789204,0.12653771171683287
2018-12-28,0.17281552559147936,0.16876456089675704,0.18618323438592677,0.1794145335498332,0.14977798801745093,0.11826018902895483
2018-12-31,0.17378639933075732,0.16037295289636586,0.17344438150688968,0.17186023740036657,0.14285392893043877,0.15323541617461225
2019-01-02,0.15825241950230975,0.16783216000782467,0.17246446974696378,0.1836638251339082,0.15367274434302577,0.11880295005797903
2019-01-03,0.17961164176642516,0.1664335586744262,0.18716314614585272,0.1779981030218082,0.1484797000277666,0.09104107369940848
2019-01-04,0.1766990205485913,0.17249416445248647,0.19059283730559345,0.1921624083020582,0.16146236463765348,0.10394257341451732
2019-01-07,0.18640775794137096,0.18414917556414098,0.19941204314492683,0.20207742199823311,0.17055011145674834,0.09623516664464932
2019-01-08,0.2014563009001796,0.192074583120066,0.21509063130374173,0.20585457007296645,0.1740121948219935,0.11263008584097603
2019-01-09,0.20291261150909654,0.20279719334278815,0.21558058718370465,0.22237959289992484,0.18915854716396305,0.12184034352403028
2019-01-10,0.2155339701197103,0.20279719334278815,0.21999019010337134,0.2200188753532165,0.18699480561014123,0.09210190963812817
2019-01-11,0.2184465913375441,0.21025640045424707,0.2322390871024455,0.2271010279933415,0.19348603027160657,0.09900568314498492
2019-01-14,0.21990290194646114,0.2163170062323074,0.23517882238222332,0.23512746765214984,0.20084286996242648,0.10992728937069077
2019-01-15,0.23058251307851882,0.21491840489890882,0.23468886650226034,0.22804531501202482,0.19435159147922212,0.1782407870735473
2019-01-16,0.21407765951079324,0.20279719334278815,0.21068102838407504,0.20207742199823311,0.17055011145674834,0.2067906176733933
2019-01-17,0.19417474785559477,0.18741257867540426,0.20823124898426026,0.2053824265636248,0.17357936039644664,0.1495878752456936
2019-01-18,0.19999999029126267,0.19487178578686312,0.21411071954381583,0.2157695837691415,0.18309999546282738,0.13092416824457673
2019-01-22,0.2072815433358474,0.19533798623132928,0.22048014598333437,0.21199243569440815,0.1796380197410604,0.11776279708410228
2019-01-23,0.2072815433358474,0.192074583120066,0.21166094014400094,0.20443813954494147,0.1727138530105701,0.11113857719883269
2019-01-24,0.19660193220378977,0.19860138934259255,0.20872120486422324,0.2167138707878248,0.18396550284870392,0.22562712750981107
2019-01-25,0.21699028072862717,0.21165500178764565,0.23370895474233444,0.22898960203070814,0.19521709886509866,0.13749901589118893
2019-01-28,0.21990290194646114,0.20419579467618673,0.22635961654288994,0.21954673184387483,0.18656197118459442,0.10086181244153727
2019-01-29,0.2155339701197103,0.20372959423172052,0.22831944006274174,0.22426816693729149,0.19088956193571607,0.06206023679993168
2019-01-30,0.2131067857715153,0.2004661911204573,0.22341988126311213,0.22190744939058318,0.19529244929978726,0.06012904835677181
2019-01-31,0.21116503829295932,0.2051281955651191,0.22733952830281584,0.22615674097465818,0.19925507483832086,0.09176397668029074
2019-02-01,0.2184465913375441,0.20466199512065295,0.22831944006274174,0.22237959289992484,0.1957327649470639,0.07419980277792235
2019-02-04,0.2150485332500712,0.19953379023152487,0.22684957242285292,0.22143530588124147,0.19485218747424968,0.056624620200718165
2019-02-05,0.21407765951079324,0.202330992898322,0.22978930770263073,0.22379602342794983,0.19705365806715477,0.047654885383015155
2019-02-06,0.21941746507682205,0.20885779912084854,0.23125917534251955,0.22237959289992484,0.1957327649470639,0.06926357970080424
2019-02-07,0.21116503829295932,0.19580418667579544,0.21215089602396392,0.20302170901691655,0.1776807922000244,0.14438110564458126
2019-02-08,0.19514562159487273,0.18601397734200573,0.20578146958444543,0.20679885709164988,0.18120315591302041,0.08929870070949242
2019-02-11,0.20097086403054062,0.18741257867540426,0.21215089602396392,0.20396599603559987,0.17856131585109955,0.05178046967677197
2019-02-12,0.1995145534216237,0.18881118000880284,0.21656049894363066,0.21010386165704156,0.18428515015700073,0.047882731592494884
